DAY_WEEK,CITY,RAIL,MAN_COLL,LATITUDE,WEATHER1,HARM_EV,MINUTE,WEATHER2,HOSP_HR,WEATHER,PEDS,ARR_HOUR,STATE,CF2,TWAY_ID,TWAY_ID2,PERSONS,CF3,WRK_ZONE,FATALS,NOT_MIN,ROUTE,DRUNK_DR,REL_ROAD,SCH_BUS,COUNTY,YEAR,MONTH,ST_CASE,CF1,NOT_HOUR,MILEPT,LGT_COND,VE_TOTAL,SP_JUR,HOSP_MN,VE_FORMS,NHS,ARR_MIN,LONGITUD,DAY,HOUR
7,1760,0000000,6,36.1293,1,12,38,0,99,1,0,99,47,0,US-70 SR-24 CHARLOTTE PK,,2,0,0,1,99,2,0,1,0,37,2012,11,470935,0,99,51,1,2,0,99,2,0,99,-86.90418889,10,12
7,1760,0000000,2,36.16486944,1,12,37,0,99,1,0,99,47,0,DR D B TODD JR BLVD,,3,0,0,1,99,6,0,1,0,37,2012,12,470936,0,99,10,3,2,0,99,2,0,99,-86.80476111,29,23
1,1760,0000000,0,36.13956944,1,8,20,0,99,1,1,99,47,0,US-431 SR-106 21ST AVE S,PIERCE AVE,3,0,0,1,99,2,0,1,0,37,2013,1,470075,0,99,76,1,1,0,99,1,0,99,-86.80053056,20,9
6,1760,0000000,0,36.06131111,1,43,6,0,88,1,0,99,47,0,SR-100,,1,0,0,1,99,3,1,4,0,37,2013,1,470141,0,99,92,2,1,0,88,1,0,99,-86.9105,11,0
3,1760,0000000,0,36.13197222,1,24,29,0,99,1,0,99,47,0,BLAIR BLVD,CHESTERFIELD AVE,2,0,1,1,99,6,0,4,0,37,2013,2,470142,0,99,12,3,2,0,99,1,0,99,-86.816125,5,19
1,1760,0000000,0,36.09552222,1,42,39,0,88,1,0,99,47,0,WHEELER AVE,,2,0,0,2,99,6,1,4,0,37,2013,1,470188,0,99,2,3,1,0,88,1,0,99,-86.73350556,20,1
4,1760,0000000,0,36.17484444,1,5,99,0,88,1,0,99,47,99,BARCLAY AVE,,2,99,0,1,99,6,0,1,0,37,2013,2,470189,99,99,6,2,1,0,88,1,0,99,-86.71941944,20,99
6,1760,0000000,0,36.11036389,1,50,59,0,22,1,0,99,47,0,SR-155 THOMPSON LN,,1,0,0,1,99,3,0,4,0,37,2013,2,470190,0,99,155,3,1,0,24,1,0,99,-86.77225556,22,21
6,1760,0000000,0,36.24280833,10,32,42,0,99,10,0,99,47,0,BRICK CHURCH PK,MASONWOOD DR,1,0,0,1,99,6,0,4,0,37,2013,3,470191,0,99,26,1,1,0,99,1,0,99,-86.78046944,1,8
3,1760,0000000,0,36.22976111,1,42,26,0,13,1,0,99,47,0,SR-155 BRILEY PKWY,,1,0,0,1,99,3,0,4,0,37,2013,3,470192,0,99,201,1,1,0,45,1,1,99,-86.84121111,19,13
7,1760,0000000,0,36.04573889,1,8,57,0,88,1,1,99,47,0,I-24,,2,0,0,1,99,1,0,1,0,37,2013,2,470257,0,99,241,3,2,0,88,2,1,99,-86.65988611,9,2
1,1760,0000000,6,36.211025,1,12,18,0,99,1,0,99,47,0,US-41/31A SR-11 DICKERSON PK,,2,0,0,1,99,2,0,1,0,37,2013,4,470275,0,99,153,3,2,0,99,2,0,99,-86.76541111,7,23
4,1760,0000000,0,36.04149444,1,8,24,0,88,1,1,99,47,0,I-24,,7,0,0,1,99,1,0,1,0,37,2013,3,470309,23,99,246,2,3,0,88,3,1,99,-86.65259167,20,23
7,1760,0000000,1,36.15906667,1,12,10,0,99,1,0,99,47,0,I-40,,3,0,0,1,99,1,0,1,0,37,2013,1,470328,0,99,162,1,2,0,99,2,1,99,-86.82183611,5,13
5,1760,0000000,2,36.24194722,1,12,18,0,99,1,0,99,47,0,US-31W SR-11 DICKERSON PK,SR-155 BRILEY PKWY RAMP,3,0,0,1,99,2,0,1,0,37,2013,2,470329,0,99,175,1,2,0,99,2,1,99,-86.75699722,14,15
6,1760,0000000,2,36.16675,1,12,19,0,3,1,0,99,47,0,I-40,,4,0,0,2,99,1,0,1,0,37,2013,5,470336,0,99,167,3,2,0,48,2,1,99,-86.79538056,3,3
4,1760,0000000,0,36.12242222,1,35,46,0,88,1,0,99,47,0,I-440 RAMP,,1,0,0,1,99,1,1,4,0,37,2013,6,470422,0,99,25,1,1,0,88,1,1,99,-86.80584167,5,16
5,1760,0000000,0,36.14414444,1,5,27,0,99,1,0,99,47,0,CHESTNUT ST,,1,0,0,1,99,6,0,1,0,37,2013,6,470424,0,99,18,1,1,0,99,1,0,99,-86.76865,6,19
1,1760,0000000,0,36.28444722,1,1,35,0,88,1,0,99,47,0,MYATT DR,,1,0,0,1,99,6,1,4,0,37,2013,6,470448,0,99,14,1,1,0,88,1,0,99,-86.69245,2,9
7,1760,0000000,0,36.132175,1,30,15,0,5,1,0,99,47,0,US-31 SR-6 8TH AVE S,,2,0,0,1,99,2,0,4,0,37,2013,6,470449,0,99,69,3,1,0,34,1,0,99,-86.77914167,8,5
5,1760,0000000,0,36.19525833,1,42,6,0,22,1,0,99,47,0,SR-45 OLD HICKORY BLVD,,1,0,0,1,99,3,0,4,0,37,2013,6,470450,0,99,159,3,1,0,22,1,1,99,-86.61928056,20,22
4,1760,0000000,0,36.24874444,1,8,16,0,88,1,1,99,47,0,US-31E SR-6 GALLATIN PK,,2,0,0,1,99,2,0,1,0,37,2013,6,470451,0,99,175,3,1,0,88,1,1,99,-86.71991111,5,22
1,1760,0000000,6,36.04701111,1,12,0,0,88,1,0,99,47,0,I-24,,3,0,0,1,99,1,1,1,0,37,2013,6,470452,19,99,239,3,2,0,88,2,1,99,-86.66171111,16,2
2,1760,0000000,6,36.14574444,1,12,34,0,19,1,0,99,47,0,US-41A/31A SR-11 2ND AVE S,CHESTNUT ST,2,0,0,1,99,2,0,1,0,37,2013,7,470512,0,99,121,1,2,0,1,2,1,99,-86.76470556,8,18
5,1760,0000000,0,36.23785278,1,30,54,0,99,1,0,99,47,0,SAUNDERS AVE,KINSINGTON DR,2,0,0,1,99,6,0,4,0,37,2013,3,470522,0,99,20,1,1,0,99,1,0,99,-86.73181389,21,13
2,1760,0000000,6,36.05471389,1,12,38,0,99,1,0,99,47,0,MCMURRAY DR,WILKERSON DR,2,0,0,1,99,6,0,1,0,37,2013,4,470523,0,99,10,1,2,0,99,2,0,99,-86.72714722,1,7
2,1760,0000000,0,36.29155278,1,34,9,0,88,1,0,99,47,0,US-41A SR-112 CLARKSVILLE PK,,1,0,0,1,99,2,1,4,0,37,2013,5,470532,0,99,78,2,1,0,88,1,0,99,-86.88283889,27,21
5,1760,0000000,0,36.22596944,1,3,2,0,88,1,0,99,47,0,US-31E SR-6 ELLINGTON PKWY,,1,0,0,1,99,2,1,4,0,37,2013,5,470533,0,99,145,2,1,0,88,1,1,99,-86.74611111,30,3
7,1760,0000000,2,36.14713056,1,12,3,0,99,1,0,99,47,0,I-40,,8,0,0,2,99,1,1,1,0,37,2013,7,470535,0,99,207,3,4,0,99,4,1,99,-86.74351111,27,3
1,1760,0000000,0,36.14854722,2,43,13,0,88,2,0,99,47,0,US-431 SR-106 BROADWAY,DIVISION ST,1,0,0,1,99,2,0,5,0,37,2013,5,470584,0,99,82,3,1,0,88,1,0,99,-86.79915,5,3
1,1760,0000000,0,36.14048889,2,35,12,0,99,2,0,99,47,0,I-440,,6,0,0,1,99,1,0,3,0,37,2013,7,470585,0,99,12,1,5,0,99,5,1,99,-86.82283889,21,13
7,1760,0000000,0,36.07862222,1,43,43,0,99,1,0,99,47,0,SR-255 HARDING PL,,1,0,0,1,99,3,0,4,0,37,2013,6,470706,0,99,18,1,1,0,99,1,1,99,-86.74521111,1,13
2,1760,0000000,0,36.21353889,1,42,7,0,88,1,0,99,47,0,W HAMILTON RD,,1,0,0,1,99,6,0,4,0,37,2013,7,470716,0,99,10,1,1,0,88,1,0,99,-86.82516111,22,15
1,1760,0000000,0,36.13018056,10,15,42,0,99,10,1,99,47,0,US-41/70S SR-1 MURFREESBORO RD,,4,0,0,1,99,2,0,1,0,37,2013,7,470718,0,99,219,3,1,0,99,1,1,99,-86.71566944,28,0
6,1760,0000000,0,36.07728333,1,35,45,0,99,1,0,99,47,0,I-65,,1,0,0,1,99,1,0,4,0,37,2013,8,470719,0,99,35,1,1,0,99,1,1,99,-86.76640833,30,5
3,1760,0000000,0,36.14228056,1,30,54,0,99,1,0,99,47,0,ELM HILL PK,,2,0,0,1,99,6,1,4,0,37,2013,8,470720,0,99,10,3,1,0,99,1,0,99,-86.64481111,27,20
7,1760,0000000,8,36.211,10,12,16,0,99,10,0,99,47,0,SR-12 ASHLAND CITY HWY,,4,0,0,1,99,3,0,1,0,37,2013,8,470721,0,99,74,1,2,0,99,2,0,99,-86.88703889,3,17
1,1760,0000000,0,36.01843889,1,53,12,0,99,1,0,99,47,0,PETTUS RD,,3,0,0,2,99,6,0,4,0,37,2013,7,470725,0,99,5,1,1,0,99,1,0,99,-86.66441944,7,15
3,1760,0000000,0,36.24730556,1,15,57,0,99,1,1,99,47,0,US-31E SR-6 GALLATIN PK,,1,0,0,1,99,2,0,1,0,37,2013,9,470727,0,99,174,3,1,0,99,1,1,99,-86.72082222,3,19
5,1760,0000000,0,36.12777778,1,8,39,0,9,1,1,99,47,0,US-70 S SR-1 HARDING RD,,1,0,0,1,99,2,0,1,0,37,2013,9,470730,0,99,135,1,1,0,56,1,1,99,-86.84349444,5,9
7,1760,0000000,0,36.23791389,1,8,52,0,88,1,1,99,47,0,SR-155 BRILEY PKWY,,1,0,0,1,99,3,0,2,0,37,2013,9,470732,0,99,157,3,1,0,88,1,1,99,-86.73646944,14,4
7,1760,0000000,2,36.15374722,1,12,14,0,88,1,0,99,47,0,US-70 SR-24 LEBANON PK,,2,0,0,1,99,2,0,11,0,37,2013,9,470734,0,99,160,3,2,0,88,2,1,99,-86.72108889,21,23
3,1760,0000000,0,36.17183056,1,38,50,0,99,1,0,99,47,0,DODSON CHAPEL RD,,2,0,0,1,99,6,0,4,0,37,2013,9,470763,0,99,6,2,1,0,99,1,0,99,-86.61463889,10,21
3,1760,0000000,6,36.11236944,1,12,23,0,99,1,0,99,47,0,US-70 SR-24 CHARLOTTE PK,SAWYER BROWN RD,2,0,0,1,99,2,0,1,0,37,2013,11,470767,0,99,32,1,2,0,99,2,0,99,-86.92956111,5,14
3,1760,0000000,0,36.07562778,3,42,21,0,88,3,0,99,47,0,I-65,,1,0,0,1,99,1,0,4,0,37,2013,11,470792,0,99,30,1,1,0,88,1,1,99,-86.76786944,12,6
1,1760,0000000,1,36.15441111,1,12,57,0,99,1,0,99,47,0,I-40,,2,0,0,1,99,1,1,1,0,37,2013,11,470825,0,99,195,3,2,0,99,2,1,99,-86.75996944,10,23
3,1760,0000000,2,36.1361,1,12,34,0,99,1,0,99,47,0,I-40,,2,0,0,1,99,1,1,1,0,37,2013,11,470846,0,99,102,2,2,0,99,2,1,99,-86.89288056,12,2
3,1760,0000000,1,36.04813889,1,12,35,0,88,1,0,99,47,0,US-31A/41A SR-11 NOLENSVILLE P,,2,0,0,1,99,2,0,1,0,37,2013,10,470848,0,99,47,3,2,0,88,2,1,99,-86.71346944,29,21
6,1760,0000000,1,36.04243056,2,12,52,0,99,2,0,99,47,0,I-24,,11,0,0,1,99,1,0,1,0,37,2013,11,470852,28,99,245,1,7,0,99,7,1,99,-86.6538,15,14
7,1760,0000000,0,36.21753056,1,53,40,0,99,1,0,99,47,0,MCALPINE AVE,,1,0,0,1,99,6,0,4,0,37,2013,10,470854,0,99,5,1,2,0,99,1,0,99,-86.71903889,19,11
5,1760,0000000,0,36.1616,10,8,0,0,88,10,1,99,47,0,US-31/41 SR-6 ROSA L PARKS BLV,CHURCH ST,1,0,0,1,99,2,0,1,0,37,2013,12,470864,0,99,86,1,1,0,88,1,1,99,-86.78381944,19,13
7,1760,0000000,0,36.21706111,2,8,32,0,99,2,1,99,47,0,ANDREW JACKSON PKWY,,2,0,0,1,99,6,0,1,0,37,2013,12,470886,0,99,1,3,1,0,99,1,0,99,-86.59761944,21,21
5,1760,0000000,0,36.15718889,1,8,0,0,99,1,1,99,47,0,I-24,,1,0,0,1,99,1,0,1,0,37,2013,12,470910,0,99,158,3,1,0,99,1,1,99,-86.75976111,26,19
2,1760,0000000,0,36.08935,2,33,10,0,88,2,0,99,47,0,PARAGON MILLS RD,ASTER DR,1,0,0,1,99,6,0,4,0,37,2013,12,470913,0,99,75,3,1,0,88,1,0,99,-86.7183,9,3
6,1760,0000000,0,36.14956111,2,8,33,0,99,2,2,99,47,0,US-70S SR-001 WEST END AVE,,1,0,0,1,99,2,0,11,0,37,2013,12,470916,0,99,162,4,1,0,99,1,1,99,-86.80298056,6,6
1,1760,0000000,0,36.18728056,2,30,12,0,88,2,0,99,47,0,3RD AVE N,,1,0,0,1,99,6,0,4,0,37,2013,12,470917,0,99,17,3,1,0,88,1,0,99,-86.79388056,8,1
7,1760,0000000,0,36.20685,1,40,45,0,88,1,0,99,47,0,W TRINITY LN,,1,0,0,1,99,6,0,4,0,37,2013,12,470920,0,99,9,3,1,0,88,1,0,99,-86.80831944,14,21
4,1760,0000000,1,36.09473889,1,12,4,0,99,1,0,99,47,0,I-24,,3,0,0,1,99,1,0,1,0,37,2013,12,470922,0,99,197,3,3,0,99,3,1,99,-86.70713056,18,22
5,1760,0000000,1,36.26119722,1,12,20,0,99,1,0,99,47,0,I-65,,8,0,0,1,99,1,0,1,0,37,2013,11,470924,28,99,164,1,3,0,99,3,1,99,-86.73841667,21,7
6,1760,0000000,6,36.0721,10,12,57,0,99,10,0,99,47,0,EDMONDSON PK,WHISPERING HILLS DR,8,0,0,1,99,6,0,1,0,37,2013,12,470925,0,99,43,1,3,0,99,3,0,99,-86.73291111,20,8
5,1760,0000000,0,36.16918056,1,33,57,0,99,1,0,99,47,0,JEFFERSON ST,,3,0,0,1,99,6,0,4,0,37,2013,12,470926,20,99,22,3,2,0,99,1,0,99,-86.80856944,26,0
3,1760,0000000,0,36.18337222,99,8,6,0,99,99,1,99,47,0,GALLATIN AVE,W EASTLAND AVE,1,0,0,1,99,6,0,1,0,37,2013,12,470930,0,99,13,1,1,0,99,1,0,99,-86.74856111,10,15
5,1760,0000000,0,36.06683056,10,17,3,0,99,10,0,99,47,0,I-24,,1,0,0,1,99,1,0,4,0,37,2014,2,470159,0,99,220,3,1,0,99,1,1,99,-86.6867,20,18
6,1760,0000000,0,36.1388,1,1,99,0,88,1,0,99,47,0,31ST AVE S,,1,0,0,1,99,6,1,1,0,37,2014,1,470205,0,99,4,3,1,0,88,1,0,99,-86.8118,31,99
2,1760,0000000,1,36.14156944,10,12,6,0,99,10,0,99,47,0,US-41/70S SR-1 MURFREESBORO RD,FOSTER AVE,2,0,0,1,99,2,0,1,0,37,2014,2,470221,0,99,203,5,2,0,99,2,1,99,-86.74058056,3,17
5,1760,0000000,6,36.1621,1,12,16,0,88,1,1,99,47,0,CHURCH ST,7TH AVE N,3,0,0,1,99,6,0,1,0,37,2014,2,470227,0,99,1,1,2,0,88,2,0,99,-86.78263056,27,13
7,1760,0000000,0,36.24665,1,15,55,0,88,1,1,99,47,0,US-31E SR-6 GALLATIN PK,BERKLEY DR,2,0,0,1,99,2,0,1,0,37,2014,4,470282,0,99,173,3,1,0,88,1,1,99,-86.72118889,19,21
7,1760,0000000,6,36.26378056,1,12,41,0,99,1,0,99,47,0,SR-45 OLD HICKORY BLVD,,6,0,0,1,99,3,0,1,0,37,2014,4,470287,0,99,68,2,4,0,99,4,1,99,-86.71891944,12,20
4,1760,0000000,0,36.08533889,1,8,4,0,99,1,1,99,47,0,SR-255 RAMP,,1,0,0,1,99,3,1,1,0,37,2014,4,470288,0,99,43,3,1,0,99,1,1,99,-86.70145,16,23
4,1760,0000000,0,36.06278056,1,8,52,0,88,1,1,99,47,0,US-41/70S SR-1 MURFREESBORO RD,,1,0,0,1,99,2,0,1,0,37,2014,1,470331,0,99,289,3,1,0,88,1,1,99,-86.62628056,8,17
4,1760,0000000,0,36.02833889,1,30,13,0,88,1,0,99,47,0,US-41/70S SR-1 MURFREESBORO RD,,1,0,0,1,99,2,1,4,0,37,2014,5,470334,0,99,320,3,1,0,88,1,1,99,-86.59048056,7,2
1,1760,0000000,0,36.21005,1,33,2,0,99,1,0,99,47,0,SR-12 ASHLAND CITY HWY,,2,0,0,1,99,3,0,4,0,37,2014,5,470350,0,99,84,1,1,0,99,1,0,99,-86.90468056,25,18
7,1760,0000000,0,36.0429,1,8,48,0,88,1,1,99,47,19,I-65,,2,27,0,1,99,1,0,1,0,37,2014,5,470362,1,99,6,1,2,0,88,2,1,99,-86.78168056,10,9
4,1760,0000000,0,36.2181,10,35,50,0,99,10,0,99,47,0,MOORMANS ARM RD,,2,0,0,1,99,6,1,4,0,37,2014,5,470395,0,99,7,3,1,0,99,1,0,99,-86.80571944,28,0
3,1760,0000000,0,36.23881944,1,8,39,0,99,1,1,99,47,0,US-31E SR-6 GALLATIN PK,WALTON LN,1,0,0,1,99,2,0,1,0,37,2014,5,470418,0,99,168,3,1,0,99,1,1,99,-86.72391111,6,21
5,1760,0000000,6,36.07523889,1,12,26,0,88,1,0,99,47,0,US-70S SR-1 MEMPHIS-BRISTOL HW,,2,0,0,1,99,2,0,1,0,37,2014,6,470432,0,99,77,1,2,0,88,2,1,99,-86.91853889,19,12
5,1760,0000000,0,36.13058889,1,58,99,0,88,1,0,99,47,0,WILSONIA AVE,HICKORY VALLEY RD,1,0,0,1,99,6,1,4,0,37,2014,7,470462,0,99,1,3,1,0,88,1,0,99,-86.86998056,17,99
4,1760,0000000,0,36.23421944,1,24,22,0,88,1,0,99,47,0,SR-155 BRILEY PKWY,,1,0,0,1,99,3,0,4,0,37,2014,7,470473,0,99,181,2,1,0,88,1,1,99,-86.80243889,23,0
6,1760,0000000,0,36.2027,1,8,47,0,99,1,1,99,47,0,GALLATIN PK,,1,0,0,1,99,6,0,1,0,37,2014,6,470482,0,99,27,3,1,0,99,1,0,99,-86.73895,20,23
2,1760,0000000,0,36.19251111,1,8,45,0,88,1,1,99,47,0,US-41A SR-12 CLARKSVILLE PK,,1,0,0,1,99,2,0,1,0,37,2014,6,470485,0,99,38,3,1,0,88,1,1,99,-86.82935,2,22
2,1760,0000000,0,36.07313056,1,8,5,0,99,1,1,99,47,0,OLD HICKORY BLVD,,1,0,0,1,99,6,0,1,0,37,2014,6,470499,0,99,1,1,1,0,99,1,1,99,-86.92071111,2,18
1,1760,0000000,0,36.05288889,1,33,34,0,99,1,0,99,47,0,TUSCULUM RD,,1,0,0,1,99,6,0,4,0,37,2014,6,470500,0,99,17,1,1,0,99,1,0,99,-86.68778056,22,19
3,1760,0000000,0,36.18056944,1,30,24,0,99,1,0,99,47,0,TULIP GROVE RD,,1,0,0,1,99,6,0,4,0,37,2014,6,470501,0,99,6,1,1,0,99,1,0,99,-86.59518056,3,14
3,1760,0000000,1,36.2288,1,12,35,0,99,1,0,99,47,0,I-24,,9,0,1,1,99,1,0,1,0,37,2014,7,470541,0,99,123,1,4,0,99,4,1,99,-86.78036111,8,13
2,1760,0000000,0,36.02856111,1,33,22,0,88,1,0,99,47,0,HICKORY WOODS DR,,1,0,0,1,99,6,1,4,0,37,2014,8,470542,0,99,4,3,1,0,88,1,0,99,-86.58243889,4,20
7,1760,0000000,0,36.11495,1,1,46,0,88,1,0,99,47,0,WHITSETT RD,STERLING BOONE DR,1,0,0,1,99,6,1,1,0,37,2014,7,470593,0,99,5,3,1,0,88,1,0,99,-86.73905,12,23
3,1760,0000000,0,36.10726111,10,8,30,0,99,10,1,99,47,0,US-31A/41A SR-11 NOLENSVILLE P,,1,0,0,1,99,2,0,1,0,37,2014,7,470606,0,99,92,3,1,0,99,1,1,99,-86.74331944,1,21
2,1760,0000000,0,36.31995,1,1,35,0,88,1,0,99,47,0,I-24,,1,0,0,1,99,1,0,5,0,37,2014,9,470618,23,99,42,1,2,0,88,1,1,99,-86.84726111,1,6
2,1760,0000000,6,36.23161944,1,12,51,0,88,1,0,99,47,0,KNIGHT DR,EWING DR,2,0,0,1,99,6,0,1,0,37,2014,9,470629,0,99,6,1,2,0,88,2,0,99,-86.80396111,8,17
7,1760,0000000,1,36.14411111,1,12,37,0,88,1,0,99,47,0,I-40,,1,0,0,1,99,1,0,2,0,37,2014,8,470662,23,99,209,1,2,0,88,2,1,99,-86.73888056,9,10
2,1760,0000000,0,36.2386,1,53,8,0,99,1,0,99,47,0,BULL RUN RD,,2,0,0,1,99,6,0,4,0,37,2014,8,470687,0,99,24,1,1,0,99,1,0,99,-86.94513056,18,15
3,1760,0000000,6,36.05723056,1,12,57,0,88,1,0,99,47,0,I-24,,2,0,0,1,99,1,0,1,0,37,2014,9,470688,0,99,228,1,2,0,88,2,1,99,-86.67671944,9,14
3,1760,0000000,0,36.16131111,1,24,21,0,99,1,0,99,47,0,BELL RD,,5,0,0,1,99,6,0,4,0,37,2014,9,470703,0,99,7,1,2,0,99,2,0,99,-86.59711944,30,16
1,1760,0000000,1,36.1251,1,12,0,0,99,1,0,99,47,27,I-440,,4,0,0,1,99,1,0,1,0,37,2014,8,470708,19,99,74,1,3,0,99,3,1,99,-86.73309722,24,11
5,1760,0000000,2,36.16231944,1,12,37,0,99,1,0,99,47,0,HERMAN ST,,1,0,0,1,99,6,0,1,0,37,2014,9,470711,0,99,2,1,2,0,99,2,0,99,-86.81507778,4,7
7,1760,0000000,0,36.088,1,42,0,0,99,1,0,99,47,0,BATTERY LN,,1,0,0,1,99,6,1,4,0,37,2014,9,470727,0,99,52,3,1,0,99,1,0,99,-86.78273056,20,23
7,1760,0000000,6,36.34681111,10,12,8,0,99,10,0,99,47,0,IVEY POINT RD,,2,0,0,1,99,6,0,1,0,37,2014,10,470728,0,99,31,1,2,0,99,2,0,99,-86.79631944,18,14
2,1760,0000000,7,36.15396944,1,12,55,0,99,1,0,99,47,0,I-40,,2,0,0,1,99,1,0,1,0,37,2014,9,470729,0,99,177,1,2,0,99,2,1,99,-86.78818056,1,13
3,1760,348622S,0,36.1538,1,1,45,0,99,1,0,99,47,0,US-70 SR-24 HERMITAGE AVE,,1,0,0,1,99,2,0,1,0,37,2014,9,470812,0,99,145,1,1,0,99,1,1,99,-86.74766111,23,11
1,1760,0000000,0,36.10958889,1,1,18,0,88,1,0,99,47,0,BAKERS GROVE RD,,1,0,0,1,99,6,1,4,0,37,2014,10,470814,0,99,6,1,1,0,88,1,0,99,-86.55633056,26,13
6,1760,0000000,0,36.07443056,1,30,33,0,99,1,0,99,47,0,BLACKMAN RD,,1,0,0,1,99,6,0,4,0,37,2014,11,470826,0,99,7,1,1,0,99,1,0,99,-86.74595,28,10
7,1760,0000000,0,36.06765,10,39,53,0,99,10,0,99,47,0,I-24,,1,0,0,1,99,1,1,4,0,37,2014,8,470838,0,99,219,2,1,0,99,1,1,99,-86.6878,23,23
7,1760,0000000,0,36.17281111,1,57,16,0,88,1,0,99,47,0,I-40,,1,0,0,1,99,1,0,4,0,37,2014,11,470839,0,99,162,3,1,0,88,1,1,99,-86.80025,15,2
4,1760,0000000,0,36.20646944,10,35,38,0,88,10,1,99,47,0,MCGAVOCK PK,,1,0,0,1,99,6,1,4,0,37,2014,10,470844,0,99,11,3,1,0,88,1,0,99,-86.68033889,8,3
3,1760,0000000,6,36.05151111,10,12,6,0,99,10,0,99,47,0,US-31A/41A SR-11 NOLENSVILLE P,OCALA DR,4,0,0,1,99,2,0,1,0,37,2014,11,470889,0,99,49,1,2,0,99,2,1,99,-86.71443056,4,14
1,1760,0000000,0,36.14288056,1,8,47,0,88,1,1,99,47,0,I-40,,1,0,0,1,99,1,1,1,0,37,2014,11,470890,0,99,241,3,1,0,88,1,1,99,-86.68443889,23,3
2,1760,0000000,0,36.07743056,1,32,35,0,99,1,0,99,47,0,SR-255 HARDING PL,,1,0,0,1,99,3,0,4,0,37,2014,11,470891,0,99,19,2,1,0,99,1,1,99,-86.74051111,24,20
1,1760,0000000,0,36.1374,1,24,4,0,88,1,0,99,47,0,I-24,,1,0,0,1,99,1,1,4,0,37,2014,11,470898,0,99,164,6,1,0,88,1,1,99,-86.72743889,16,4
6,1760,0000000,1,36.15486944,1,12,44,0,88,1,0,99,47,0,I-40,,2,0,1,1,99,1,0,1,0,37,2014,10,470903,23,99,177,1,2,0,88,2,1,99,-86.78856944,24,17
6,1760,0000000,6,36.15196667,1,12,20,0,99,1,0,99,47,0,US-70 SR-24 CHARLOTTE AVE,51ST AVE N,2,0,0,1,99,2,0,1,0,37,2014,9,470904,0,99,87,1,2,0,99,2,0,99,-86.84858333,5,13
6,1760,0000000,0,36.07253889,1,8,34,0,99,1,1,99,47,0,US-31A/41A SR-11 NOLENSVILLE P,,1,0,0,1,99,2,0,1,0,37,2014,12,470908,0,99,65,3,1,0,99,1,1,99,-86.72415,26,18
3,1760,0000000,0,36.24331111,10,57,8,0,99,10,0,99,47,0,I-24,,3,0,0,2,99,1,0,3,0,37,2014,12,470909,0,99,109,3,3,0,99,3,1,99,-86.78516111,2,5
5,1760,0000000,8,36.23108889,1,12,43,0,99,1,0,99,47,0,STATION FOUR LN,,1,0,0,1,99,6,0,1,0,37,2014,12,470914,0,99,2,3,3,0,99,2,0,99,-86.62805,11,17
7,1760,0000000,0,36.17573056,2,8,12,0,99,2,1,99,47,0,MAIN ST,,4,0,0,1,99,6,0,1,0,37,2015,1,470023,0,99,5,3,1,0,99,1,0,99,-86.75781111,3,17
2,1760,0000000,0,36.15136111,1,8,49,0,99,1,1,99,47,0,US-31A/41 SR-1 LAFAYETTE ST,,3,0,0,1,99,2,0,1,0,37,2015,1,470054,0,99,185,2,1,0,99,1,1,99,-86.76983889,19,20
5,1760,0000000,0,36.20463056,1,30,44,0,99,1,0,99,47,0,YOUNGS LN,,2,0,0,1,99,6,1,4,0,37,2015,1,470065,0,99,7,3,1,0,99,1,0,99,-86.79775,1,4
7,1760,0000000,2,36.24651111,1,12,54,0,99,1,0,99,47,0,I-65,,3,0,0,1,99,1,1,1,0,37,2015,1,470066,0,99,153,3,2,0,99,2,1,99,-86.74438889,10,23
5,1760,0000000,0,36.14401111,1,8,43,0,99,1,1,99,47,0,US-41/70S SR-1 MURFREESBORO RD,,2,0,0,1,99,2,0,1,0,37,2015,2,470079,0,99,198,3,1,0,99,1,1,99,-86.74793889,5,18
2,1760,0000000,7,36.14421111,1,12,36,0,88,1,0,99,47,0,I-40 RAMP,,2,0,0,1,99,1,0,1,0,37,2015,1,470098,0,99,232,1,2,0,88,2,1,99,-86.6994,19,15
5,1760,0000000,1,36.17513056,1,12,18,0,99,1,0,99,47,0,JEFFERSON ST,3RD AVE N,8,0,0,2,99,6,0,1,0,37,2015,1,470104,0,99,8,1,4,0,99,4,0,99,-86.78426111,22,11
7,1760,0000000,6,36.0212,10,12,47,0,99,10,0,99,47,0,MT PISGAH RD,RAVENS GLEN,8,0,0,1,99,6,0,1,0,37,2015,2,470119,0,99,3,1,2,0,99,2,0,99,-86.73736111,14,15
1,1760,0000000,6,36.18536944,1,12,6,0,99,1,0,99,47,0,SR-155 BRILEY PKWY,,4,0,0,1,99,3,1,1,0,37,2015,3,470171,0,99,248,5,3,0,99,3,1,99,-86.86321111,8,18
1,1760,0000000,1,36.29163889,1,12,10,0,88,1,0,99,47,0,I-24,,7,0,0,1,99,1,1,1,0,37,2015,3,470177,14,99,74,1,3,0,88,3,1,99,-86.81005,15,18
3,1760,0000000,0,36.28356944,1,42,99,0,88,1,0,99,47,0,OLD HICKORY BLVD,,1,0,0,1,99,6,1,4,0,37,2015,3,470179,0,99,67,9,1,0,88,1,0,99,-86.86116944,24,99
