DAY_WEEK,CITY,RAIL,MAN_COLL,LATITUDE,WEATHER1,HARM_EV,MINUTE,WEATHER2,HOSP_HR,WEATHER,PEDS,ARR_HOUR,STATE,CF2,TWAY_ID,TWAY_ID2,PERSONS,CF3,WRK_ZONE,FATALS,NOT_MIN,ROUTE,DRUNK_DR,REL_ROAD,SCH_BUS,COUNTY,YEAR,MONTH,ST_CASE,CF1,NOT_HOUR,MILEPT,LGT_COND,VE_TOTAL,SP_JUR,HOSP_MN,VE_FORMS,NHS,ARR_MIN,LONGITUD,DAY,HOUR
1,1760,0000000,6,36.12009167,1,12,57,0,99,1,0,99,47,0,I-40,,2,0,0,1,99,1,0,1,0,37,2010,9,470957,0,99,85,3,2,0,99,2,1,99,-86.91213333,12,19
5,1760,0000000,0,36.32314167,1,30,54,0,88,1,0,99,47,0,OLD CLARKSVILLE HIGH,,1,0,0,1,99,6,0,4,0,37,2010,11,470958,0,99,6,1,1,0,88,1,0,99,-86.91218333,4,10
7,1760,0000000,6,36.13581389,1,12,15,0,99,1,0,99,47,0,US-SR24,BROOK HOLLOW ROAD,2,0,0,1,99,2,0,1,0,37,2010,11,470959,0,99,63,1,2,0,99,2,0,99,-86.88516667,6,11
5,1760,0000000,0,36.05851111,2,42,30,0,99,2,0,99,47,0,HAMILTON CHURCH ROAD,,4,0,0,1,99,6,1,4,0,37,2010,11,470961,0,99,17,2,1,0,99,1,0,99,-86.59758333,25,3
5,1760,0000000,0,36.24059167,1,8,45,0,99,1,1,99,47,0,I-65,,2,0,0,1,99,1,0,1,0,37,2010,12,470962,19,99,150,1,1,0,99,1,1,99,-86.75167778,23,7
3,1760,0000000,0,36.12950556,1,33,27,0,88,1,0,99,47,0,US-SR24,DAVIDSON DRIVE,2,0,0,2,99,2,0,4,0,37,2010,12,470965,0,99,51,1,1,0,88,1,0,99,-86.90331389,14,15
6,1760,0000000,0,36.23078611,1,42,20,0,99,1,0,99,47,0,I-65,,2,0,0,1,99,1,1,4,0,37,2010,12,470978,0,99,136,3,1,0,99,1,1,99,-86.77096944,10,19
7,1760,0000000,0,36.24355556,1,20,4,0,99,1,0,99,47,0,I-65,,1,0,0,1,99,1,0,8,0,37,2011,1,470020,0,99,150,3,1,0,99,1,1,99,-86.74796111,8,23
1,1760,0000000,0,36.26396111,1,1,50,0,99,1,0,99,47,0,SR-45,,1,0,0,1,99,3,1,1,0,37,2011,1,470026,0,99,82,2,1,0,99,1,1,99,-86.68890833,23,4
6,1760,0000000,0,36.20590556,1,8,3,0,18,1,1,99,47,0,US-SR11,E TRINITY LANE,1,0,0,1,99,2,0,1,0,37,2011,1,470035,0,99,149,3,1,0,24,1,0,99,-86.76856111,14,18
6,1760,0000000,0,36.24371944,1,7,11,0,88,1,0,99,47,0,OLD HICKORY BOULEVAR,,1,0,0,1,99,6,1,4,0,37,2011,3,470181,0,99,24,1,1,0,88,1,0,99,-86.90307778,18,12
6,1760,0000000,1,36.14368333,1,12,39,0,99,1,0,99,47,0,I-40 RAMP,,3,0,0,1,99,1,0,1,0,37,2011,3,470182,23,99,236,1,2,0,99,2,1,99,-86.70321667,11,12
6,1760,877498X,0,36.19678889,1,10,23,0,99,1,0,99,47,0,SR-45,,1,0,0,1,99,3,0,1,0,37,2011,1,470186,0,99,158,1,1,0,99,1,1,99,-86.61998611,21,11
6,1760,0000000,0,36.233725,1,25,1,0,99,1,0,99,47,0,I-65,,1,0,0,1,99,1,1,3,0,37,2011,4,470187,0,99,137,2,1,0,99,1,1,99,-86.76733611,8,0
3,1760,0000000,0,36.19708056,2,8,20,0,99,2,1,99,47,0,BUENA VISTA PIKE,CLIFF DRIVE,1,0,0,1,99,6,0,1,0,37,2011,2,470190,0,99,23,2,1,0,99,1,0,99,-86.82812778,1,17
7,1760,0000000,0,36.16684444,1,8,12,0,99,1,1,99,47,0,4TH AVE N,,1,0,0,1,99,6,0,1,0,37,2011,1,470206,0,99,0,3,1,0,99,1,0,99,-86.78098889,29,20
1,1760,0000000,0,36.03993889,1,43,30,0,16,1,0,99,47,0,SR-254,,1,0,0,1,99,3,0,4,0,37,2011,4,470225,0,99,1,1,1,0,54,1,1,99,-86.76536389,10,16
3,1760,0000000,6,36.15773333,1,12,50,0,99,1,0,99,47,0,17TH AVENUE N,PATTERSON STREET,3,0,0,1,99,6,0,1,0,37,2011,3,470285,0,99,0,1,2,0,99,2,0,99,-86.79734722,22,13
5,1760,0000000,0,36.16945833,1,8,19,0,20,1,1,99,47,0,US-SR12,,2,0,0,1,99,2,0,1,0,37,2011,4,470296,0,99,3,3,1,0,35,1,0,99,-86.78895556,28,20
3,1760,0000000,0,36.22833333,1,1,57,0,88,1,0,99,47,0,SR-155,,1,0,0,1,99,3,0,4,0,37,2011,5,470300,19,99,218,2,1,0,88,1,1,99,-86.85226667,17,3
7,1760,0000000,0,36.31446667,1,1,38,0,9,1,0,99,47,0,I-24,,3,0,0,1,99,1,0,2,0,37,2011,5,470301,0,99,66,1,1,0,15,1,1,99,-86.83229444,7,8
6,1760,0000000,0,36.24463333,1,18,0,0,88,1,0,99,47,0,BRICK CHURCH LANE,,1,0,0,1,99,6,0,1,0,37,2011,5,470355,0,99,0,2,1,0,88,1,0,99,-86.78545278,13,4
1,1760,0000000,0,36.15421389,1,24,48,0,99,1,0,99,47,0,I-65,,1,0,0,1,99,1,1,4,0,37,2011,5,470356,0,99,127,3,1,0,99,1,1,99,-86.75914167,22,2
7,1760,0000000,0,36.31880833,1,42,56,0,88,1,0,99,47,0,I-24,,1,0,0,1,99,1,1,4,0,37,2011,3,470357,0,99,64,2,1,0,88,1,1,99,-86.83801944,12,22
1,1760,0000000,6,36.07890833,1,12,22,0,99,1,0,99,47,0,US-SR1,,3,0,0,1,99,2,0,1,0,37,2011,6,470427,0,99,57,1,2,0,99,2,0,99,-86.95204444,19,14
4,1760,0000000,0,36.18031389,2,8,37,0,99,2,1,99,47,0,BUCHANAN STREET,,1,0,0,1,99,6,0,4,0,37,2011,6,470434,0,99,5,1,1,0,99,1,0,99,-86.80492222,22,15
2,1760,0000000,1,36.14421667,1,12,29,0,88,1,0,99,47,0,I-40,,2,0,0,1,99,1,0,1,0,37,2011,8,470457,0,99,234,3,2,0,88,2,1,99,-86.69711111,1,0
1,1760,0000000,6,36.09909444,1,12,17,0,17,1,0,99,47,0,MCCALL STREET,,3,0,0,1,99,6,0,1,0,37,2011,5,470458,0,99,0,1,2,0,33,2,0,99,-86.73411667,29,17
5,1760,0000000,6,36.26429444,1,12,5,0,99,1,0,99,47,0,I-65 RAMP,SR-45,3,0,0,1,99,1,0,1,0,37,2011,6,470473,0,99,56,3,2,0,99,2,1,99,-86.736175,30,21
1,1760,0000000,0,36.21907222,1,18,10,0,21,1,0,99,47,0,I-65,,1,0,0,1,99,1,0,3,0,37,2011,7,470488,0,99,124,5,1,0,45,1,1,99,-86.77465556,31,19
6,1760,0000000,0,36.16121944,1,33,1,0,88,1,0,99,47,0,28TH AVENUE NORTH,BATAVIA STREET,1,0,0,1,99,6,0,4,0,37,2011,8,470588,0,99,20,1,1,0,88,1,0,99,-86.81914444,12,6
7,1760,0000000,1,36.15909722,99,12,30,0,99,99,0,99,47,0,33RD AVENUE N,CLIFTON AVENUE,2,0,0,1,99,6,0,1,0,37,2011,2,470692,0,99,6,1,2,0,99,2,0,99,-86.82503889,5,11
5,1760,0000000,7,36.08254167,2,12,20,0,99,2,0,99,47,0,I-40,,3,0,0,1,99,1,1,1,0,37,2011,10,470713,0,99,21,1,3,0,99,3,1,99,-87.04467778,27,17
6,1760,0000000,6,36.23191667,1,12,44,0,99,1,0,99,47,0,US-SR65,,2,0,0,1,99,2,1,1,0,37,2011,6,470739,0,99,35,3,2,0,99,2,0,99,-86.81378333,17,21
2,1760,0000000,6,36.16978611,1,12,42,0,99,1,0,99,47,0,US-SR24,OLD LEBANON PIKE,3,0,0,1,99,2,0,1,0,37,2011,10,470740,0,99,196,1,2,0,99,2,0,99,-86.673025,3,6
4,1760,0000000,0,36.12125556,1,35,42,0,99,1,0,99,47,0,I-440,,3,0,0,1,99,1,0,3,0,37,2011,8,470741,0,99,57,1,3,0,99,3,1,99,-86.76380833,24,14
7,1760,0000000,0,36.13000833,1,8,47,0,88,1,1,99,47,0,US-SR1,,1,0,0,1,99,2,0,1,0,37,2011,1,470760,0,99,219,3,1,0,88,1,0,99,-86.71521389,15,21
1,1760,0000000,2,36.30891667,1,12,26,0,99,1,0,99,47,0,US-SR6,,4,0,0,1,99,2,0,1,0,37,2011,8,470765,0,99,223,1,2,0,99,2,1,99,-86.67993333,14,7
7,1760,0000000,0,36.215675,1,8,24,0,99,1,1,99,47,0,US-SR24,,1,0,0,1,99,2,1,1,0,37,2011,10,470767,0,99,253,3,1,0,99,1,0,99,-86.58699444,15,23
5,1760,0000000,0,36.23719444,1,35,30,0,88,1,0,99,47,0,SR-6,,1,0,0,1,99,3,1,3,0,37,2011,10,470768,0,99,161,3,1,0,88,1,1,99,-86.73181944,27,23
4,1760,0000000,0,36.11568889,2,42,7,0,88,2,0,99,47,0,I-440,,1,0,0,1,99,1,0,4,0,37,2011,11,470769,0,99,47,1,1,0,88,1,1,99,-86.78061389,16,9
2,1760,0000000,0,36.1457,1,32,46,0,3,1,0,99,47,0,ELM HILL PIKE,AIR LANE DRIVE,1,0,0,1,99,6,0,4,0,37,2011,10,470772,0,99,42,3,1,0,7,1,0,99,-86.70593889,17,2
1,1760,0000000,0,36.05229167,1,53,45,0,88,1,0,99,47,0,OCALA DRIVE,,1,0,0,1,99,6,1,4,0,37,2011,10,470773,0,99,0,3,1,0,88,1,0,99,-86.70857778,30,2
4,1760,0000000,0,36.08026944,1,8,24,0,20,1,1,99,47,0,US-SR11,SR-255,1,0,0,1,99,2,0,1,0,37,2011,10,470774,0,99,70,3,1,0,36,1,0,99,-86.72654722,26,20
7,1760,0000000,2,36.09376944,1,12,0,0,99,1,0,99,47,0,US-SR1,,4,0,0,1,99,2,1,1,0,37,2011,10,470803,0,99,102,3,3,0,99,3,0,99,-86.88292778,15,20
1,1760,0000000,0,36.09083333,1,30,32,0,99,1,0,99,47,0,HARDING PLACE,,4,0,0,1,99,6,0,4,0,37,2011,8,470824,14,99,32,1,2,0,99,2,0,99,-86.81899167,21,15
4,1760,0000000,0,36.22637222,1,8,28,0,20,1,1,99,47,0,US-SR11,,1,0,0,1,99,2,0,1,0,37,2011,8,470831,0,99,164,3,1,0,40,1,0,99,-86.75993889,3,20
3,1760,0000000,6,36.23177222,10,12,45,0,99,10,0,99,47,0,US-SR112,,2,0,0,1,99,2,0,1,0,37,2011,12,470834,0,99,25,1,2,0,99,2,0,99,-86.83267778,27,9
2,1760,0000000,0,36.191875,1,30,42,0,99,1,0,99,47,0,RIVERSIDE DRIVE,,1,0,0,1,99,6,1,3,0,37,2011,10,470835,0,99,7,2,1,0,99,1,0,99,-86.72552778,3,23
4,1760,0000000,0,36.23692222,1,34,0,0,88,1,0,99,47,0,EATONS CREEK ROAD,,1,0,0,1,99,6,0,5,0,37,2011,9,470845,0,99,25,1,1,0,88,1,0,99,-86.87106944,7,17
7,1760,0000000,0,36.15468333,1,5,3,0,88,1,0,99,47,0,I-40,,8,0,0,1,99,1,0,1,0,37,2011,10,470846,14,99,176,3,4,0,88,4,1,99,-86.78864167,29,2
1,1760,0000000,0,36.07318333,1,42,48,0,88,1,0,99,47,0,EZELL RD,MELMACK DR,1,0,0,1,99,6,1,4,0,37,2011,11,470850,20,99,3,2,1,0,88,1,0,99,-86.69305556,6,20
6,1760,0000000,6,36.25713611,1,12,15,0,99,1,0,99,47,0,I-65 SOUTH,,2,0,0,1,99,1,0,1,0,37,2011,10,470851,0,99,182,3,2,0,99,2,1,99,-86.73802778,14,3
6,1760,0000000,1,36.14073333,1,12,7,0,99,1,0,99,47,0,I-40,,3,0,0,1,99,1,0,1,0,37,2011,11,470852,0,99,196,1,2,0,99,2,1,99,-86.72709722,11,10
2,1760,0000000,1,36.07741389,1,12,49,0,7,1,0,99,47,0,US-SR11,,3,0,0,1,99,2,0,1,0,37,2011,8,470862,0,99,68,1,3,0,27,3,0,99,-86.72564167,1,6
1,1760,0000000,0,36.06307778,2,1,42,0,2,2,0,99,47,0,US-SR11,,2,0,0,1,99,2,0,4,0,37,2011,11,470863,0,99,57,3,1,0,13,1,0,99,-86.71695833,27,0
5,1760,0000000,0,36.16829722,1,33,37,0,88,1,0,99,47,0,DR WALTER S DAVIS BOULEVARD,,1,0,0,1,99,6,0,4,0,37,2011,10,470864,0,99,8,3,1,0,88,1,0,99,-86.83508889,6,21
5,1760,0000000,2,36.128675,1,12,29,0,99,1,0,99,47,0,SR-155,,3,0,0,1,99,3,0,1,0,37,2011,11,470865,0,99,52,1,3,0,99,3,1,99,-86.69541667,10,7
1,1760,0000000,0,36.19714444,1,8,34,0,99,1,1,99,47,0,I-24,,4,0,0,1,99,1,0,1,0,37,2011,12,470866,23,99,122,3,1,0,99,1,1,99,-86.77615833,18,1
2,1760,0000000,6,36.31898611,2,12,34,0,88,2,0,99,47,0,I-24,,2,0,0,1,99,1,0,1,0,37,2011,12,470867,0,99,48,1,2,0,88,2,1,99,-86.83988333,5,14
6,1760,0000000,0,36.07699722,1,57,30,0,88,1,0,99,47,0,I-40,,1,0,0,1,99,1,0,3,0,37,2011,7,470871,0,99,5,6,1,0,88,1,1,99,-87.02678889,22,0
6,1760,0000000,1,36.08687778,1,12,47,0,14,1,0,99,47,0,US-SR11,ELYSIAN FIELDS COURT,8,0,0,1,99,2,0,1,0,37,2011,4,470872,14,99,76,1,5,0,3,5,0,99,-86.73017222,15,13
4,1760,0000000,0,36.27095278,4,32,0,0,99,4,0,99,47,0,ROOSEVELT AVE,,2,0,0,1,99,6,0,4,0,37,2011,1,470873,0,99,0,1,1,0,99,1,0,99,-86.70904167,12,6
6,1760,0000000,7,36.03829722,1,12,21,0,88,1,0,99,47,0,US-SR1,,2,0,0,1,99,2,0,1,0,37,2011,11,470878,0,99,310,1,2,0,88,2,0,99,-86.60165278,11,10
3,1760,0000000,1,36.199675,1,12,21,0,99,1,0,99,47,0,SR-45 OLD HICKORY BLVD,,6,0,0,1,99,3,0,1,0,37,2011,12,470879,0,99,156,1,5,0,99,5,1,99,-86.6206,6,7
5,1760,0000000,2,36.24335,1,12,6,0,99,1,0,99,47,0,US-SR112,,3,0,0,1,99,2,0,1,0,37,2011,8,470880,0,99,33,1,2,0,99,2,0,99,-86.83119722,11,8
6,1760,0000000,6,36.23193333,2,12,7,0,99,2,0,99,47,0,SHUTE LN,,3,0,0,1,99,6,0,1,0,37,2011,12,470881,0,99,2,1,2,0,99,2,0,99,-86.62125833,16,11
6,1760,0000000,0,36.19422222,99,24,99,0,99,99,0,99,47,0,I-65 RAMP,,2,0,0,1,99,1,1,4,0,37,2011,12,470882,0,99,105,3,1,0,99,1,1,99,-86.77629444,23,99
1,1760,0000000,0,36.26289444,2,32,0,0,99,2,0,99,47,0,LANIER DR,,1,0,0,1,99,6,0,4,0,37,2011,11,470883,0,99,0,1,2,0,99,1,0,99,-86.69635833,27,13
3,1760,0000000,1,36.142375,1,12,31,0,99,1,0,99,47,0,I-40,,8,0,0,1,99,1,0,1,0,37,2011,10,470884,14,99,224,1,6,0,99,6,1,99,-86.71025833,4,8
3,1760,0000000,1,36.12795833,2,12,4,0,99,2,0,99,47,0,SR-155,POST PLACE,5,0,0,1,99,3,0,1,0,37,2011,11,470887,14,99,294,1,4,0,99,4,0,99,-86.85191667,15,12
2,1760,0000000,2,36.10361944,99,12,42,0,99,99,0,99,47,0,US-SR1,,2,0,0,1,99,2,0,1,0,37,2011,11,470888,0,99,252,6,2,0,99,2,0,99,-86.66725,28,2
7,1760,0000000,0,36.15234444,1,8,0,0,99,1,2,99,47,0,DEMONBREUN ST,,3,0,0,1,99,6,1,1,0,37,2011,12,470889,0,99,2,3,2,0,99,2,0,99,-86.790975,10,2
6,1760,0000000,0,36.08238889,1,8,8,0,23,1,1,99,47,0,US-31A/41A SR-11 NOLENSVILLE P,,3,0,0,1,99,2,0,1,0,37,2012,1,470023,0,99,72,3,1,0,27,1,0,99,-86.72715278,13,23
1,1760,0000000,0,36.08725556,1,7,2,0,99,1,0,99,47,0,I-24 RAMP,,1,0,0,1,99,1,0,4,0,37,2012,1,470053,0,99,203,1,1,0,99,1,1,99,-86.70122222,1,12
7,1760,0000000,98,36.13265,1,12,42,0,88,1,0,99,47,0,I-40,,2,0,0,1,99,1,0,1,0,37,2012,1,470060,19,99,100,2,2,0,88,2,1,99,-86.89670278,14,3
4,1760,0000000,0,36.02790556,10,7,42,0,88,10,0,99,47,0,PETTUS RD,,1,0,0,1,99,6,1,4,0,37,2012,1,470147,0,99,14,1,1,0,88,1,0,99,-86.67425278,11,14
1,1760,0000000,1,36.10273611,1,12,38,0,88,1,0,99,47,0,US-41/70S SR-1 MURFREESBORO RD,,2,0,0,1,99,2,1,1,0,37,2012,1,470152,0,99,253,3,2,0,88,2,0,99,-86.66555,22,4
4,1760,0000000,6,36.18209444,10,12,5,0,99,10,0,99,47,0,SR-45 OLD HICKORY BLVD,FRIST BLVD,9,0,0,1,99,3,0,1,0,37,2012,2,470154,0,99,170,1,3,0,99,3,1,99,-86.60811944,8,11
2,1760,0000000,0,36.25305833,1,33,7,0,99,1,0,99,47,0,S GRAYCROFT AVE,,1,0,0,1,99,6,0,4,0,37,2012,2,470156,0,99,9,1,1,0,99,1,0,99,-86.73385833,27,8
5,1760,0000000,0,36.16135556,1,8,4,0,20,1,1,99,47,0,I-24,,2,0,0,1,99,1,0,1,0,37,2012,2,470162,0,99,153,3,2,0,42,2,1,99,-86.7606,23,20
3,1760,0000000,6,36.15181111,1,12,47,0,13,1,0,99,47,0,US-31A/41 SR-1 LAFAYETTE ST,US-31A/41A SR-11 4TH AVE S,2,0,0,1,99,2,0,1,0,37,2012,3,470163,0,99,184,1,2,0,57,2,0,99,-86.771225,13,13
4,1760,0000000,1,36.12695278,1,12,25,0,99,1,0,99,47,0,US-31 SR-6 FRANKLIN PK,HILLVIEW HEIGHTS,4,0,0,1,99,2,1,1,0,37,2012,1,470180,14,99,65,3,3,0,99,3,0,99,-86.77729722,4,17
7,1760,0000000,1,36.07437778,1,12,24,0,88,1,0,99,47,0,I-40,,2,0,0,1,99,1,0,2,0,37,2012,4,470264,0,99,52,1,2,0,88,2,1,99,-86.97056389,14,16
4,1760,0000000,6,36.12330556,1,12,40,0,99,1,0,99,47,0,WOODLAWN DR,COMPTON RD,2,0,0,1,99,6,0,1,0,37,2012,5,470265,0,99,16,1,2,0,99,2,0,99,-86.81951667,2,11
4,1760,0000000,2,36.14275833,10,12,1,0,4,10,0,99,47,0,I-65,,2,0,0,1,99,1,1,1,0,37,2012,2,470304,0,99,78,3,2,0,29,2,1,99,-86.77680556,22,4
7,1760,0000000,0,36.14778333,1,8,28,0,88,1,1,99,47,0,US-31A/41A SR-11 4TH AVE S,,1,0,0,1,99,2,0,1,0,37,2012,3,470305,0,99,124,3,1,0,88,1,0,99,-86.76855556,3,18
1,1760,0000000,6,36.30266667,1,12,34,0,99,1,0,99,47,0,LICKTON PIKE,,3,0,0,1,99,6,0,1,0,37,2012,4,470307,0,99,22,1,2,0,99,2,0,99,-86.807,29,17
5,1760,0000000,0,36.15894444,1,1,12,0,88,1,0,99,47,0,SR-115 BRILEY PKWY,,1,0,0,1,99,3,0,4,0,37,2012,5,470308,0,99,268,1,1,0,88,1,1,99,-86.86529444,3,11
5,1760,0000000,2,36.09700278,1,12,30,0,88,1,0,99,47,0,SR-251 OLD HICKORY BLVD,,2,0,0,1,99,3,0,1,0,37,2012,5,470339,0,99,100,1,2,0,88,2,0,99,-86.92476667,3,17
5,1760,0000000,0,36.099875,1,24,5,0,88,1,0,99,47,0,SR-171 HOBSON PK,,1,0,0,1,99,3,0,4,0,37,2012,5,470341,0,99,74,2,1,0,88,1,0,99,-86.55228889,17,0
2,1760,0000000,0,36.27135,1,35,7,0,88,1,0,99,47,0,I-24,,1,0,0,1,99,1,0,4,0,37,2012,6,470409,0,99,91,1,1,0,88,1,1,99,-86.794175,4,10
4,1760,0000000,0,36.07931944,1,8,46,0,21,1,1,99,47,0,SR-251 OLD HICKORY BLVD,,1,0,0,1,99,3,0,1,0,37,2012,6,470530,0,99,113,2,1,0,59,1,0,99,-86.91900833,6,21
5,1760,0000000,0,36.07403889,1,8,33,0,88,1,1,99,47,0,US-70S SR-1 MEMPHIS-BRISTOL HW,COLICE JEANNE RD,1,0,0,1,99,2,0,1,0,37,2012,6,470531,0,99,67,3,1,0,88,1,0,99,-86.93530556,21,22
7,1760,0000000,0,36.05466667,1,33,11,0,99,1,3,99,47,0,TUSCULUM RD,COLERIDGE DR,1,0,0,1,99,6,1,4,0,37,2012,1,470533,0,99,14,3,1,0,99,1,0,99,-86.69406389,28,0
4,1760,0000000,0,36.25208333,1,42,32,0,99,1,0,99,47,0,US-31A/41A SR-11 DICKERSON PK,,1,0,0,1,99,2,0,4,0,37,2012,6,470534,0,99,182,3,1,0,99,1,0,99,-86.757475,27,1
4,1760,0000000,0,36.24593333,1,9,31,0,88,1,1,99,47,0,SR-45 HADLEY AVE,,1,0,0,1,99,3,0,1,0,37,2012,5,470536,0,99,120,3,1,0,88,1,1,99,-86.63926944,16,21
1,1760,0000000,0,36.10623889,1,35,56,0,3,1,0,99,47,0,BROOK HOLLOW RD,,2,0,0,1,99,6,1,4,0,37,2012,5,470537,0,99,9,3,1,0,15,1,0,99,-86.8848,27,2
7,1760,0000000,0,36.12824167,1,24,17,0,99,1,0,99,47,0,BROOKWOOD TER,RED OAK DR,2,0,0,1,99,6,0,4,0,37,2012,6,470539,0,99,3,3,1,0,99,1,0,99,-86.85580833,30,20
1,1760,0000000,0,36.14409444,1,35,23,0,99,1,0,99,47,0,I-40,,2,0,0,1,99,1,1,4,0,37,2012,7,470546,0,99,236,3,1,0,99,1,1,99,-86.69461111,1,0
2,1760,0000000,0,36.31509444,1,34,48,0,99,1,0,99,47,0,I-24,,4,0,0,1,99,1,0,3,0,37,2012,5,470555,0,99,52,1,3,0,99,3,1,99,-86.83296389,14,17
2,1760,0000000,0,36.03968056,1,8,17,0,99,1,1,99,47,0,SR-254 OLD HICKORY BLVD,BRENTWOOD CHASE DR,1,0,0,1,99,3,0,1,0,37,2012,7,470597,0,99,87,3,1,0,99,1,1,99,-86.75983056,23,21
7,1760,0000000,0,36.21149722,1,30,32,0,99,1,0,99,47,0,US-431 SR-65 WHITES CREEK PK,W NOCTURNE DR,3,0,0,1,99,2,0,4,0,37,2012,8,470644,0,99,18,3,1,0,99,1,0,99,-86.797575,25,0
2,1760,0000000,0,36.08235556,1,24,1,0,88,1,1,99,47,0,SR-255 HARDING PL,,1,0,0,1,99,3,0,4,0,37,2012,9,470652,0,99,36,3,1,0,88,1,1,99,-86.71150833,10,0
5,1760,0000000,2,36.0893,1,12,30,0,99,1,0,99,47,0,US-41/70 S SR-1 MURFREESBORO R,,3,0,0,1,99,2,0,1,0,37,2012,7,470698,0,99,266,1,2,0,99,2,0,99,-86.65005,5,13
2,1760,0000000,0,36.12935556,1,1,32,0,88,1,0,99,47,0,BELMONT BLVD,,1,0,0,1,99,6,0,4,0,37,2012,8,470706,14,99,25,3,2,0,88,1,0,99,-86.79547778,13,21
5,1760,0000000,0,36.21720833,1,5,39,0,99,1,0,99,47,0,AARONWOOD DR,,2,0,0,1,99,6,0,1,0,37,2012,9,470716,0,99,6,1,1,0,99,1,0,99,-86.62716389,13,18
4,1760,0000000,2,36.22906944,1,12,54,0,99,1,0,99,47,0,SAUNDERSVILLE RD,,2,0,0,1,99,6,1,1,0,37,2012,8,470725,0,99,10,2,2,0,99,2,0,99,-86.59695,22,21
6,1760,0000000,0,36.16095278,1,24,45,0,88,1,0,99,47,0,SR-155 BRILEY PKWY,,1,0,0,1,99,3,1,3,0,37,2012,9,470749,0,99,267,3,1,0,88,1,1,99,-86.86663056,28,21
2,1760,0000000,6,36.11985556,2,12,43,0,99,2,0,99,47,0,I-440 FOUR-FORTY PKWY,,4,0,0,1,99,1,0,1,0,37,2012,10,470765,14,99,55,1,3,0,99,3,1,99,-86.76634722,1,10
4,1760,0000000,6,36.26679444,1,12,57,0,88,1,0,99,47,0,SR-45 ROBINSON RD,HICKORY INDUSTRIAL DR,3,0,0,1,99,3,0,1,0,37,2012,10,470806,0,99,97,3,2,0,88,2,1,99,-86.67034167,10,5
1,1760,0000000,0,36.22198611,99,8,52,0,99,99,1,99,47,0,US-31W/41 SR-11 DICKERSON PK,,1,0,0,1,99,2,0,1,0,37,2012,6,470807,0,99,161,3,1,0,99,1,0,99,-86.76153611,24,20
1,1760,0000000,6,36.15080556,1,12,30,0,99,1,0,99,47,0,US-31A/41A SR-11 4TH AVE S,I-40 RAMP,2,0,0,1,99,2,0,1,0,37,2012,12,470823,0,99,1,3,2,0,99,2,1,99,-86.77053611,2,23
6,1760,0000000,0,36.17206944,1,8,24,0,99,1,1,99,47,0,SR-45 OLD HICKORY BLVD,,1,0,0,1,99,3,0,1,0,37,2012,11,470827,0,99,177,2,1,0,99,1,1,99,-86.60178056,2,20
5,1760,0000000,0,36.039525,1,8,36,0,88,1,1,99,47,0,SR-254 OLD HICKORY BLVD,,1,0,0,1,99,3,0,1,0,37,2012,11,470828,0,99,106,3,1,0,88,1,1,99,-86.72837778,8,19
7,1760,0000000,6,36.16324444,1,12,55,0,20,1,0,99,47,0,SR-255 DONELSON PK,,2,0,0,1,99,3,0,1,0,37,2012,9,470832,0,99,107,3,2,0,7,2,1,99,-86.66395,29,19
3,1760,0000000,0,36.17383889,1,53,10,0,99,1,0,99,47,0,ANDREW JACKSON PKWY,,2,0,0,1,99,6,0,4,0,37,2012,10,470833,0,99,8,3,2,0,99,2,0,99,-86.61436944,30,20
6,1760,0000000,6,36.25751389,1,12,18,0,99,1,0,99,47,0,HADLEY AVE,13TH ST,2,0,0,1,99,6,0,1,0,37,2012,10,470860,0,99,19,1,2,0,99,2,0,99,-86.64781111,19,13
6,1760,0000000,0,36.17621111,1,8,35,0,19,1,1,99,47,0,US-41A SR-12 ROSA PARKS BLVD,,1,0,0,1,99,2,0,1,0,37,2012,11,470869,0,99,7,3,1,0,44,1,0,99,-86.79329444,30,19
6,1760,0000000,0,36.07447778,2,42,15,0,88,2,0,99,47,0,US-70S SR-1 MEMPHIS-BRISTOL HW,,2,0,0,2,99,2,0,4,0,37,2012,10,470923,0,99,66,3,1,0,88,1,1,99,-86.93693889,26,21
1,1760,0000000,6,36.16064722,5,12,37,0,88,5,1,99,47,0,I-40,,1,0,0,1,99,1,0,1,0,37,2012,11,470924,19,99,281,3,2,0,88,2,1,99,-86.62113889,18,3
5,1760,0000000,0,36.22921389,1,42,58,0,88,1,0,99,47,0,SAUNDERSVILLE RD,,1,0,0,1,99,6,1,4,0,37,2012,11,470928,0,99,12,2,1,0,88,1,0,99,-86.5967,29,2
1,1760,0000000,0,36.16956667,2,34,33,0,88,2,0,99,47,0,I-40 RAMP,,1,0,0,1,99,1,1,4,0,37,2012,12,470929,0,99,293,3,1,0,88,1,1,99,-86.60084444,9,2
7,1760,0000000,0,36.12151667,2,1,34,0,88,2,0,99,47,0,I-440 FOUR-FORTY PKWY,,1,0,0,1,99,1,0,4,0,37,2012,12,470930,1,99,59,1,1,0,88,1,1,99,-86.75831111,29,10
6,1760,0000000,0,36.18900833,2,8,19,0,99,2,1,99,47,0,US-70 SR-24 LEBANON PK,,4,0,0,1,99,2,0,1,0,37,2012,12,470931,0,99,222,3,4,0,99,4,1,99,-86.62814167,28,18
