,Unnamed: 0,raw_row_number,date,time,location,lat,lng,precinct,reporting_area,zone,subject_age,subject_race,subject_sex,officer_id_hash,type,violation,arrest_made,citation_issued,warning_issued,outcome,contraband_found,contraband_drugs,contraband_weapons,frisk_performed,search_conducted,search_person,search_vehicle,search_basis,reason_for_stop,vehicle_registration_state,notes,raw_verbal_warning_issued,raw_written_warning_issued,raw_traffic_citation_issued,raw_misd_state_citation_issued,raw_suspect_ethnicity,raw_driver_searched,raw_passenger_searched,raw_search_consent,raw_search_arrest,raw_search_warrant,raw_search_inventory,raw_search_plain_view,geometry,source,DAY_WEEK,CITY,RAIL,MAN_COLL,WEATHER1,HARM_EV,MINUTE,WEATHER2,HOSP_HR,WEATHER,PEDS,ARR_HOUR,STATE,CF2,TWAY_ID,TWAY_ID2,PERSONS,CF3,WRK_ZONE,FATALS,NOT_MIN,ROUTE,DRUNK_DR,REL_ROAD,SCH_BUS,COUNTY,YEAR,MONTH,ST_CASE,CF1,NOT_HOUR,HOUR,MILEPT,LGT_COND,VE_TOTAL,SP_JUR,HOSP_MN,VE_FORMS,NHS,ARR_MIN,DAY,cluster_label
174,174,,,,,36.31898611,-86.83988333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,6.0,2.0,12.0,34.0,0.0,88.0,2.0,0.0,99.0,47.0,0.0,I-24,,2.0,0.0,0.0,1.0,99.0,1.0,0.0,1.0,0.0,37.0,2011.0,12.0,470867.0,0.0,99.0,14.0,48.0,1.0,2.0,0.0,88.0,2.0,1.0,99.0,5.0,2
175,175,,,,,36.07699722,-87.02678889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,6.0,1760.0,0000000,0.0,1.0,57.0,30.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,I-40,,1.0,0.0,0.0,1.0,99.0,1.0,0.0,3.0,0.0,37.0,2011.0,7.0,470871.0,0.0,99.0,0.0,5.0,6.0,1.0,0.0,88.0,1.0,1.0,99.0,22.0,3
176,176,,,,,36.08687778,-86.73017222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,6.0,1760.0,0000000,1.0,1.0,12.0,47.0,0.0,14.0,1.0,0.0,99.0,47.0,0.0,US-SR11,ELYSIAN FIELDS COURT,8.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2011.0,4.0,470872.0,14.0,99.0,13.0,76.0,1.0,5.0,0.0,3.0,5.0,0.0,99.0,15.0,0
177,177,,,,,36.27095278,-86.70904167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,0.0,4.0,32.0,0.0,0.0,99.0,4.0,0.0,99.0,47.0,0.0,ROOSEVELT AVE,,2.0,0.0,0.0,1.0,99.0,6.0,0.0,4.0,0.0,37.0,2011.0,1.0,470873.0,0.0,99.0,6.0,0.0,1.0,1.0,0.0,99.0,1.0,0.0,99.0,12.0,2
178,178,,,,,36.03829722,-86.60165278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,6.0,1760.0,0000000,7.0,1.0,12.0,21.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,US-SR1,,2.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2011.0,11.0,470878.0,0.0,99.0,10.0,310.0,1.0,2.0,0.0,88.0,2.0,0.0,99.0,11.0,0
179,179,,,,,36.199675,-86.6206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,3.0,1760.0,0000000,1.0,1.0,12.0,21.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,SR-45 OLD HICKORY BLVD,,6.0,0.0,0.0,1.0,99.0,3.0,0.0,1.0,0.0,37.0,2011.0,12.0,470879.0,0.0,99.0,7.0,156.0,1.0,5.0,0.0,99.0,5.0,1.0,99.0,6.0,4
180,180,,,,,36.24335,-86.83119722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,5.0,1760.0,0000000,2.0,1.0,12.0,6.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,US-SR112,,3.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2011.0,8.0,470880.0,0.0,99.0,8.0,33.0,1.0,2.0,0.0,99.0,2.0,0.0,99.0,11.0,1
181,181,,,,,36.23193333,-86.62125833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,6.0,1760.0,0000000,6.0,2.0,12.0,7.0,0.0,99.0,2.0,0.0,99.0,47.0,0.0,SHUTE LN,,3.0,0.0,0.0,1.0,99.0,6.0,0.0,1.0,0.0,37.0,2011.0,12.0,470881.0,0.0,99.0,11.0,2.0,1.0,2.0,0.0,99.0,2.0,0.0,99.0,16.0,4
182,182,,,,,36.19422222,-86.77629444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,6.0,1760.0,0000000,0.0,99.0,24.0,99.0,0.0,99.0,99.0,0.0,99.0,47.0,0.0,I-65 RAMP,,2.0,0.0,0.0,1.0,99.0,1.0,1.0,4.0,0.0,37.0,2011.0,12.0,470882.0,0.0,99.0,99.0,105.0,3.0,1.0,0.0,99.0,1.0,1.0,99.0,23.0,1
183,183,,,,,36.26289444,-86.69635833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,0.0,2.0,32.0,0.0,0.0,99.0,2.0,0.0,99.0,47.0,0.0,LANIER DR,,1.0,0.0,0.0,1.0,99.0,6.0,0.0,4.0,0.0,37.0,2011.0,11.0,470883.0,0.0,99.0,13.0,0.0,1.0,2.0,0.0,99.0,1.0,0.0,99.0,27.0,2
184,184,,,,,36.142375,-86.71025833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,3.0,1760.0,0000000,1.0,1.0,12.0,31.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,I-40,,8.0,0.0,0.0,1.0,99.0,1.0,0.0,1.0,0.0,37.0,2011.0,10.0,470884.0,14.0,99.0,8.0,224.0,1.0,6.0,0.0,99.0,6.0,1.0,99.0,4.0,0
185,185,,,,,36.12795833,-86.85191667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,3.0,1760.0,0000000,1.0,2.0,12.0,4.0,0.0,99.0,2.0,0.0,99.0,47.0,0.0,SR-155,POST PLACE,5.0,0.0,0.0,1.0,99.0,3.0,0.0,1.0,0.0,37.0,2011.0,11.0,470887.0,14.0,99.0,12.0,294.0,1.0,4.0,0.0,99.0,4.0,0.0,99.0,15.0,3
186,186,,,,,36.10361944,-86.66725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,2.0,99.0,12.0,42.0,0.0,99.0,99.0,0.0,99.0,47.0,0.0,US-SR1,,2.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2011.0,11.0,470888.0,0.0,99.0,2.0,252.0,6.0,2.0,0.0,99.0,2.0,0.0,99.0,28.0,0
187,187,,,,,36.15234444,-86.790975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,0.0,1.0,8.0,0.0,0.0,99.0,1.0,2.0,99.0,47.0,0.0,DEMONBREUN ST,,3.0,0.0,0.0,1.0,99.0,6.0,1.0,1.0,0.0,37.0,2011.0,12.0,470889.0,0.0,99.0,2.0,2.0,3.0,2.0,0.0,99.0,2.0,0.0,99.0,10.0,1
188,188,,,,,36.08238889,-86.72715278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,6.0,1760.0,0000000,0.0,1.0,8.0,8.0,0.0,23.0,1.0,1.0,99.0,47.0,0.0,US-31A/41A SR-11 NOLENSVILLE P,,3.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2012.0,1.0,470023.0,0.0,99.0,23.0,72.0,3.0,1.0,0.0,27.0,1.0,0.0,99.0,13.0,0
189,189,,,,,36.08725556,-86.70122222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,0.0,1.0,7.0,2.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,I-24 RAMP,,1.0,0.0,0.0,1.0,99.0,1.0,0.0,4.0,0.0,37.0,2012.0,1.0,470053.0,0.0,99.0,12.0,203.0,1.0,1.0,0.0,99.0,1.0,1.0,99.0,1.0,0
190,190,,,,,36.13265,-86.89670278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,98.0,1.0,12.0,42.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,I-40,,2.0,0.0,0.0,1.0,99.0,1.0,0.0,1.0,0.0,37.0,2012.0,1.0,470060.0,19.0,99.0,3.0,100.0,2.0,2.0,0.0,88.0,2.0,1.0,99.0,14.0,3
191,191,,,,,36.02790556,-86.67425278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,0.0,10.0,7.0,42.0,0.0,88.0,10.0,0.0,99.0,47.0,0.0,PETTUS RD,,1.0,0.0,0.0,1.0,99.0,6.0,1.0,4.0,0.0,37.0,2012.0,1.0,470147.0,0.0,99.0,14.0,14.0,1.0,1.0,0.0,88.0,1.0,0.0,99.0,11.0,0
192,192,,,,,36.10273611,-86.66555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,1.0,1.0,12.0,38.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,US-41/70S SR-1 MURFREESBORO RD,,2.0,0.0,0.0,1.0,99.0,2.0,1.0,1.0,0.0,37.0,2012.0,1.0,470152.0,0.0,99.0,4.0,253.0,3.0,2.0,0.0,88.0,2.0,0.0,99.0,22.0,0
193,193,,,,,36.18209444,-86.60811944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,6.0,10.0,12.0,5.0,0.0,99.0,10.0,0.0,99.0,47.0,0.0,SR-45 OLD HICKORY BLVD,FRIST BLVD,9.0,0.0,0.0,1.0,99.0,3.0,0.0,1.0,0.0,37.0,2012.0,2.0,470154.0,0.0,99.0,11.0,170.0,1.0,3.0,0.0,99.0,3.0,1.0,99.0,8.0,4
194,194,,,,,36.25305833,-86.73385833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,0.0,1.0,33.0,7.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,S GRAYCROFT AVE,,1.0,0.0,0.0,1.0,99.0,6.0,0.0,4.0,0.0,37.0,2012.0,2.0,470156.0,0.0,99.0,8.0,9.0,1.0,1.0,0.0,99.0,1.0,0.0,99.0,27.0,2
195,195,,,,,36.16135556,-86.7606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,5.0,1760.0,0000000,0.0,1.0,8.0,4.0,0.0,20.0,1.0,1.0,99.0,47.0,0.0,I-24,,2.0,0.0,0.0,1.0,99.0,1.0,0.0,1.0,0.0,37.0,2012.0,2.0,470162.0,0.0,99.0,20.0,153.0,3.0,2.0,0.0,42.0,2.0,1.0,99.0,23.0,1
196,196,,,,,36.15181111,-86.771225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,3.0,1760.0,0000000,6.0,1.0,12.0,47.0,0.0,13.0,1.0,0.0,99.0,47.0,0.0,US-31A/41 SR-1 LAFAYETTE ST,US-31A/41A SR-11 4TH AVE S,2.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2012.0,3.0,470163.0,0.0,99.0,13.0,184.0,1.0,2.0,0.0,57.0,2.0,0.0,99.0,13.0,1
197,197,,,,,36.12695278,-86.77729722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,1.0,1.0,12.0,25.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,US-31 SR-6 FRANKLIN PK,HILLVIEW HEIGHTS,4.0,0.0,0.0,1.0,99.0,2.0,1.0,1.0,0.0,37.0,2012.0,1.0,470180.0,14.0,99.0,17.0,65.0,3.0,3.0,0.0,99.0,3.0,0.0,99.0,4.0,1
198,198,,,,,36.07437778,-86.97056389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,1.0,1.0,12.0,24.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,I-40,,2.0,0.0,0.0,1.0,99.0,1.0,0.0,2.0,0.0,37.0,2012.0,4.0,470264.0,0.0,99.0,16.0,52.0,1.0,2.0,0.0,88.0,2.0,1.0,99.0,14.0,3
199,199,,,,,36.12330556,-86.81951667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,6.0,1.0,12.0,40.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,WOODLAWN DR,COMPTON RD,2.0,0.0,0.0,1.0,99.0,6.0,0.0,1.0,0.0,37.0,2012.0,5.0,470265.0,0.0,99.0,11.0,16.0,1.0,2.0,0.0,99.0,2.0,0.0,99.0,2.0,1
200,200,,,,,36.14275833,-86.77680556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,2.0,10.0,12.0,1.0,0.0,4.0,10.0,0.0,99.0,47.0,0.0,I-65,,2.0,0.0,0.0,1.0,99.0,1.0,1.0,1.0,0.0,37.0,2012.0,2.0,470304.0,0.0,99.0,4.0,78.0,3.0,2.0,0.0,29.0,2.0,1.0,99.0,22.0,1
201,201,,,,,36.14778333,-86.76855556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,0.0,1.0,8.0,28.0,0.0,88.0,1.0,1.0,99.0,47.0,0.0,US-31A/41A SR-11 4TH AVE S,,1.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2012.0,3.0,470305.0,0.0,99.0,18.0,124.0,3.0,1.0,0.0,88.0,1.0,0.0,99.0,3.0,1
202,202,,,,,36.30266667,-86.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,6.0,1.0,12.0,34.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,LICKTON PIKE,,3.0,0.0,0.0,1.0,99.0,6.0,0.0,1.0,0.0,37.0,2012.0,4.0,470307.0,0.0,99.0,17.0,22.0,1.0,2.0,0.0,99.0,2.0,0.0,99.0,29.0,2
203,203,,,,,36.15894444,-86.86529444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,5.0,1760.0,0000000,0.0,1.0,1.0,12.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,SR-115 BRILEY PKWY,,1.0,0.0,0.0,1.0,99.0,3.0,0.0,4.0,0.0,37.0,2012.0,5.0,470308.0,0.0,99.0,11.0,268.0,1.0,1.0,0.0,88.0,1.0,1.0,99.0,3.0,3
204,204,,,,,36.09700278,-86.92476667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,5.0,1760.0,0000000,2.0,1.0,12.0,30.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,SR-251 OLD HICKORY BLVD,,2.0,0.0,0.0,1.0,99.0,3.0,0.0,1.0,0.0,37.0,2012.0,5.0,470339.0,0.0,99.0,17.0,100.0,1.0,2.0,0.0,88.0,2.0,0.0,99.0,3.0,3
205,205,,,,,36.099875,-86.55228889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,5.0,1760.0,0000000,0.0,1.0,24.0,5.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,SR-171 HOBSON PK,,1.0,0.0,0.0,1.0,99.0,3.0,0.0,4.0,0.0,37.0,2012.0,5.0,470341.0,0.0,99.0,0.0,74.0,2.0,1.0,0.0,88.0,1.0,0.0,99.0,17.0,4
206,206,,,,,36.27135,-86.794175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,0.0,1.0,35.0,7.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,I-24,,1.0,0.0,0.0,1.0,99.0,1.0,0.0,4.0,0.0,37.0,2012.0,6.0,470409.0,0.0,99.0,10.0,91.0,1.0,1.0,0.0,88.0,1.0,1.0,99.0,4.0,2
207,207,,,,,36.07931944,-86.91900833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,0.0,1.0,8.0,46.0,0.0,21.0,1.0,1.0,99.0,47.0,0.0,SR-251 OLD HICKORY BLVD,,1.0,0.0,0.0,1.0,99.0,3.0,0.0,1.0,0.0,37.0,2012.0,6.0,470530.0,0.0,99.0,21.0,113.0,2.0,1.0,0.0,59.0,1.0,0.0,99.0,6.0,3
208,208,,,,,36.07403889,-86.93530556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,5.0,1760.0,0000000,0.0,1.0,8.0,33.0,0.0,88.0,1.0,1.0,99.0,47.0,0.0,US-70S SR-1 MEMPHIS-BRISTOL HW,COLICE JEANNE RD,1.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2012.0,6.0,470531.0,0.0,99.0,22.0,67.0,3.0,1.0,0.0,88.0,1.0,0.0,99.0,21.0,3
209,209,,,,,36.05466667,-86.69406389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,0.0,1.0,33.0,11.0,0.0,99.0,1.0,3.0,99.0,47.0,0.0,TUSCULUM RD,COLERIDGE DR,1.0,0.0,0.0,1.0,99.0,6.0,1.0,4.0,0.0,37.0,2012.0,1.0,470533.0,0.0,99.0,0.0,14.0,3.0,1.0,0.0,99.0,1.0,0.0,99.0,28.0,0
210,210,,,,,36.25208333,-86.757475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,0.0,1.0,42.0,32.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,US-31A/41A SR-11 DICKERSON PK,,1.0,0.0,0.0,1.0,99.0,2.0,0.0,4.0,0.0,37.0,2012.0,6.0,470534.0,0.0,99.0,1.0,182.0,3.0,1.0,0.0,99.0,1.0,0.0,99.0,27.0,2
211,211,,,,,36.24593333,-86.63926944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,0.0,1.0,9.0,31.0,0.0,88.0,1.0,1.0,99.0,47.0,0.0,SR-45 HADLEY AVE,,1.0,0.0,0.0,1.0,99.0,3.0,0.0,1.0,0.0,37.0,2012.0,5.0,470536.0,0.0,99.0,21.0,120.0,3.0,1.0,0.0,88.0,1.0,1.0,99.0,16.0,4
212,212,,,,,36.10623889,-86.8848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,0.0,1.0,35.0,56.0,0.0,3.0,1.0,0.0,99.0,47.0,0.0,BROOK HOLLOW RD,,2.0,0.0,0.0,1.0,99.0,6.0,1.0,4.0,0.0,37.0,2012.0,5.0,470537.0,0.0,99.0,2.0,9.0,3.0,1.0,0.0,15.0,1.0,0.0,99.0,27.0,3
213,213,,,,,36.12824167,-86.85580833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,0.0,1.0,24.0,17.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,BROOKWOOD TER,RED OAK DR,2.0,0.0,0.0,1.0,99.0,6.0,0.0,4.0,0.0,37.0,2012.0,6.0,470539.0,0.0,99.0,20.0,3.0,3.0,1.0,0.0,99.0,1.0,0.0,99.0,30.0,3
214,214,,,,,36.14409444,-86.69461111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,0.0,1.0,35.0,23.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,I-40,,2.0,0.0,0.0,1.0,99.0,1.0,1.0,4.0,0.0,37.0,2012.0,7.0,470546.0,0.0,99.0,0.0,236.0,3.0,1.0,0.0,99.0,1.0,1.0,99.0,1.0,0
215,215,,,,,36.31509444,-86.83296389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,0.0,1.0,34.0,48.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,I-24,,4.0,0.0,0.0,1.0,99.0,1.0,0.0,3.0,0.0,37.0,2012.0,5.0,470555.0,0.0,99.0,17.0,52.0,1.0,3.0,0.0,99.0,3.0,1.0,99.0,14.0,2
216,216,,,,,36.03968056,-86.75983056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,0.0,1.0,8.0,17.0,0.0,99.0,1.0,1.0,99.0,47.0,0.0,SR-254 OLD HICKORY BLVD,BRENTWOOD CHASE DR,1.0,0.0,0.0,1.0,99.0,3.0,0.0,1.0,0.0,37.0,2012.0,7.0,470597.0,0.0,99.0,21.0,87.0,3.0,1.0,0.0,99.0,1.0,1.0,99.0,23.0,0
217,217,,,,,36.21149722,-86.797575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,0.0,1.0,30.0,32.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,US-431 SR-65 WHITES CREEK PK,W NOCTURNE DR,3.0,0.0,0.0,1.0,99.0,2.0,0.0,4.0,0.0,37.0,2012.0,8.0,470644.0,0.0,99.0,0.0,18.0,3.0,1.0,0.0,99.0,1.0,0.0,99.0,25.0,1
218,218,,,,,36.08235556,-86.71150833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,0.0,1.0,24.0,1.0,0.0,88.0,1.0,1.0,99.0,47.0,0.0,SR-255 HARDING PL,,1.0,0.0,0.0,1.0,99.0,3.0,0.0,4.0,0.0,37.0,2012.0,9.0,470652.0,0.0,99.0,0.0,36.0,3.0,1.0,0.0,88.0,1.0,1.0,99.0,10.0,0
219,219,,,,,36.0893,-86.65005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,5.0,1760.0,0000000,2.0,1.0,12.0,30.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,US-41/70 S SR-1 MURFREESBORO R,,3.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2012.0,7.0,470698.0,0.0,99.0,13.0,266.0,1.0,2.0,0.0,99.0,2.0,0.0,99.0,5.0,0
220,220,,,,,36.12935556,-86.79547778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,0.0,1.0,1.0,32.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,BELMONT BLVD,,1.0,0.0,0.0,1.0,99.0,6.0,0.0,4.0,0.0,37.0,2012.0,8.0,470706.0,14.0,99.0,21.0,25.0,3.0,2.0,0.0,88.0,1.0,0.0,99.0,13.0,1
221,221,,,,,36.21720833,-86.62716389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,5.0,1760.0,0000000,0.0,1.0,5.0,39.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,AARONWOOD DR,,2.0,0.0,0.0,1.0,99.0,6.0,0.0,1.0,0.0,37.0,2012.0,9.0,470716.0,0.0,99.0,18.0,6.0,1.0,1.0,0.0,99.0,1.0,0.0,99.0,13.0,4
222,222,,,,,36.22906944,-86.59695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,2.0,1.0,12.0,54.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,SAUNDERSVILLE RD,,2.0,0.0,0.0,1.0,99.0,6.0,1.0,1.0,0.0,37.0,2012.0,8.0,470725.0,0.0,99.0,21.0,10.0,2.0,2.0,0.0,99.0,2.0,0.0,99.0,22.0,4
223,223,,,,,36.16095278,-86.86663056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,6.0,1760.0,0000000,0.0,1.0,24.0,45.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,SR-155 BRILEY PKWY,,1.0,0.0,0.0,1.0,99.0,3.0,1.0,3.0,0.0,37.0,2012.0,9.0,470749.0,0.0,99.0,21.0,267.0,3.0,1.0,0.0,88.0,1.0,1.0,99.0,28.0,3
224,224,,,,,36.11985556,-86.76634722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,6.0,2.0,12.0,43.0,0.0,99.0,2.0,0.0,99.0,47.0,0.0,I-440 FOUR-FORTY PKWY,,4.0,0.0,0.0,1.0,99.0,1.0,0.0,1.0,0.0,37.0,2012.0,10.0,470765.0,14.0,99.0,10.0,55.0,1.0,3.0,0.0,99.0,3.0,1.0,99.0,1.0,1
225,225,,,,,36.26679444,-86.67034167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,6.0,1.0,12.0,57.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,SR-45 ROBINSON RD,HICKORY INDUSTRIAL DR,3.0,0.0,0.0,1.0,99.0,3.0,0.0,1.0,0.0,37.0,2012.0,10.0,470806.0,0.0,99.0,5.0,97.0,3.0,2.0,0.0,88.0,2.0,1.0,99.0,10.0,2
226,226,,,,,36.22198611,-86.76153611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,0.0,99.0,8.0,52.0,0.0,99.0,99.0,1.0,99.0,47.0,0.0,US-31W/41 SR-11 DICKERSON PK,,1.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2012.0,6.0,470807.0,0.0,99.0,20.0,161.0,3.0,1.0,0.0,99.0,1.0,0.0,99.0,24.0,2
227,227,,,,,36.15080556,-86.77053611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,6.0,1.0,12.0,30.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,US-31A/41A SR-11 4TH AVE S,I-40 RAMP,2.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2012.0,12.0,470823.0,0.0,99.0,23.0,1.0,3.0,2.0,0.0,99.0,2.0,1.0,99.0,2.0,1
228,228,,,,,36.17206944,-86.60178056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,6.0,1760.0,0000000,0.0,1.0,8.0,24.0,0.0,99.0,1.0,1.0,99.0,47.0,0.0,SR-45 OLD HICKORY BLVD,,1.0,0.0,0.0,1.0,99.0,3.0,0.0,1.0,0.0,37.0,2012.0,11.0,470827.0,0.0,99.0,20.0,177.0,2.0,1.0,0.0,99.0,1.0,1.0,99.0,2.0,4
229,229,,,,,36.039525,-86.72837778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,5.0,1760.0,0000000,0.0,1.0,8.0,36.0,0.0,88.0,1.0,1.0,99.0,47.0,0.0,SR-254 OLD HICKORY BLVD,,1.0,0.0,0.0,1.0,99.0,3.0,0.0,1.0,0.0,37.0,2012.0,11.0,470828.0,0.0,99.0,19.0,106.0,3.0,1.0,0.0,88.0,1.0,1.0,99.0,8.0,0
